conversation_id,trial,row_idx,model_base,treatment,has_injection,version,injected_text_token,original_text_token,prob_choice_1,prob_choice_2,selected_choice,correct_choice,selected_meaning,correct_meaning,is_correct
trial11_gpt-4.1-mini-2025-04-14_control_10_v1,11,10,gpt-4.1-mini-2025-04-14,control,False,1,1,2,0.0009936520364135504,0.007342150434851646,2,2,original,original,True
trial11_gpt-4.1-mini-2025-04-14_control_10_v2,11,10,gpt-4.1-mini-2025-04-14,control,False,2,2,1,0.007342150434851646,0.0009936520364135504,1,1,original,original,True
trial12_gpt-4.1-mini-2025-04-14_control_11_v1,12,11,gpt-4.1-mini-2025-04-14,control,False,1,1,2,0.0009936520364135504,0.007342150434851646,2,2,original,original,True
trial12_gpt-4.1-mini-2025-04-14_control_11_v2,12,11,gpt-4.1-mini-2025-04-14,control,False,2,2,1,0.0009936520364135504,0.007342150434851646,2,1,injected,original,False
trial13_gpt-4.1-mini-2025-04-14_control_12_v1,13,12,gpt-4.1-mini-2025-04-14,control,False,1,1,2,0.007342150434851646,0.0009936520364135504,1,2,injected,original,False
trial13_gpt-4.1-mini-2025-04-14_control_12_v2,13,12,gpt-4.1-mini-2025-04-14,control,False,2,2,1,0.0009936520364135504,0.007342150434851646,2,1,injected,original,False
trial14_gpt-4.1-mini-2025-04-14_control_13_v1,14,13,gpt-4.1-mini-2025-04-14,control,False,1,1,2,0.0009936520364135504,0.007342150434851646,2,2,original,original,True
trial14_gpt-4.1-mini-2025-04-14_control_13_v2,14,13,gpt-4.1-mini-2025-04-14,control,False,2,2,1,0.007342150434851646,0.0009936520364135504,1,1,original,original,True
trial15_gpt-4.1-mini-2025-04-14_control_14_v1,15,14,gpt-4.1-mini-2025-04-14,control,False,1,1,2,0.0009936520364135504,0.007342150434851646,2,2,original,original,True
trial15_gpt-4.1-mini-2025-04-14_control_14_v2,15,14,gpt-4.1-mini-2025-04-14,control,False,2,2,1,0.0009936520364135504,0.007342150434851646,2,1,injected,original,False
trial16_gpt-4.1-mini-2025-04-14_control_15_v1,16,15,gpt-4.1-mini-2025-04-14,control,False,1,1,2,0.007342150434851646,0.0009936520364135504,1,2,injected,original,False
trial16_gpt-4.1-mini-2025-04-14_control_15_v2,16,15,gpt-4.1-mini-2025-04-14,control,False,2,2,1,0.0009936520364135504,0.007342150434851646,2,1,injected,original,False
trial17_gpt-4.1-mini-2025-04-14_control_16_v1,17,16,gpt-4.1-mini-2025-04-14,control,False,1,1,2,0.0009936520364135504,0.007342150434851646,2,2,original,original,True
trial17_gpt-4.1-mini-2025-04-14_control_16_v2,17,16,gpt-4.1-mini-2025-04-14,control,False,2,2,1,0.007342150434851646,0.0009936520364135504,1,1,original,original,True
trial18_gpt-4.1-mini-2025-04-14_control_17_v1,18,17,gpt-4.1-mini-2025-04-14,control,False,1,1,2,0.007342150434851646,0.0009936520364135504,1,2,injected,original,False
trial18_gpt-4.1-mini-2025-04-14_control_17_v2,18,17,gpt-4.1-mini-2025-04-14,control,False,2,2,1,0.007342150434851646,0.0009936520364135504,1,1,original,original,True
trial19_gpt-4.1-mini-2025-04-14_control_18_v1,19,18,gpt-4.1-mini-2025-04-14,control,False,1,1,2,0.0009936520364135504,0.007342150434851646,2,2,original,original,True
trial19_gpt-4.1-mini-2025-04-14_control_18_v2,19,18,gpt-4.1-mini-2025-04-14,control,False,2,2,1,0.0009936520364135504,0.007342150434851646,2,1,injected,original,False
trial20_gpt-4.1-mini-2025-04-14_control_19_v1,20,19,gpt-4.1-mini-2025-04-14,control,False,1,1,2,0.007342150434851646,0.0009936520364135504,1,2,injected,original,False
trial20_gpt-4.1-mini-2025-04-14_control_19_v2,20,19,gpt-4.1-mini-2025-04-14,control,False,2,2,1,0.0009936520364135504,0.007342150434851646,2,1,injected,original,False
trial1_gpt-4.1-mini-2025-04-14_other_model_20_v1,1,20,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial1_gpt-4.1-mini-2025-04-14_other_model_20_v2,1,20,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial2_gpt-4.1-mini-2025-04-14_other_model_21_v1,2,21,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial2_gpt-4.1-mini-2025-04-14_other_model_21_v2,2,21,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial3_gpt-4.1-mini-2025-04-14_other_model_22_v1,3,22,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial3_gpt-4.1-mini-2025-04-14_other_model_22_v2,3,22,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial4_gpt-4.1-mini-2025-04-14_other_model_23_v1,4,23,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial4_gpt-4.1-mini-2025-04-14_other_model_23_v2,4,23,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial5_gpt-4.1-mini-2025-04-14_other_model_24_v1,5,24,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial5_gpt-4.1-mini-2025-04-14_other_model_24_v2,5,24,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial6_gpt-4.1-mini-2025-04-14_other_model_25_v1,6,25,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial6_gpt-4.1-mini-2025-04-14_other_model_25_v2,6,25,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial7_gpt-4.1-mini-2025-04-14_other_model_26_v1,7,26,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial7_gpt-4.1-mini-2025-04-14_other_model_26_v2,7,26,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial8_gpt-4.1-mini-2025-04-14_other_model_27_v1,8,27,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial8_gpt-4.1-mini-2025-04-14_other_model_27_v2,8,27,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial9_gpt-4.1-mini-2025-04-14_other_model_28_v1,9,28,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial9_gpt-4.1-mini-2025-04-14_other_model_28_v2,9,28,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial10_gpt-4.1-mini-2025-04-14_other_model_29_v1,10,29,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial10_gpt-4.1-mini-2025-04-14_other_model_29_v2,10,29,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial11_gpt-4.1-mini-2025-04-14_other_model_30_v1,11,30,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial11_gpt-4.1-mini-2025-04-14_other_model_30_v2,11,30,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial12_gpt-4.1-mini-2025-04-14_other_model_31_v1,12,31,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial12_gpt-4.1-mini-2025-04-14_other_model_31_v2,12,31,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial13_gpt-4.1-mini-2025-04-14_other_model_32_v1,13,32,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial13_gpt-4.1-mini-2025-04-14_other_model_32_v2,13,32,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial14_gpt-4.1-mini-2025-04-14_other_model_33_v1,14,33,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial14_gpt-4.1-mini-2025-04-14_other_model_33_v2,14,33,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial15_gpt-4.1-mini-2025-04-14_other_model_34_v1,15,34,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial15_gpt-4.1-mini-2025-04-14_other_model_34_v2,15,34,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial16_gpt-4.1-mini-2025-04-14_other_model_35_v1,16,35,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial16_gpt-4.1-mini-2025-04-14_other_model_35_v2,16,35,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial17_gpt-4.1-mini-2025-04-14_other_model_36_v1,17,36,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial17_gpt-4.1-mini-2025-04-14_other_model_36_v2,17,36,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial18_gpt-4.1-mini-2025-04-14_other_model_37_v1,18,37,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial18_gpt-4.1-mini-2025-04-14_other_model_37_v2,18,37,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial19_gpt-4.1-mini-2025-04-14_other_model_38_v1,19,38,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial19_gpt-4.1-mini-2025-04-14_other_model_38_v2,19,38,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial20_gpt-4.1-mini-2025-04-14_other_model_39_v1,20,39,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial20_gpt-4.1-mini-2025-04-14_other_model_39_v2,20,39,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial1_gpt-4.1-mini-2025-04-14_other_model_40_v1,1,40,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial1_gpt-4.1-mini-2025-04-14_other_model_40_v2,1,40,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial2_gpt-4.1-mini-2025-04-14_other_model_41_v1,2,41,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial2_gpt-4.1-mini-2025-04-14_other_model_41_v2,2,41,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial3_gpt-4.1-mini-2025-04-14_other_model_42_v1,3,42,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial3_gpt-4.1-mini-2025-04-14_other_model_42_v2,3,42,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial4_gpt-4.1-mini-2025-04-14_other_model_43_v1,4,43,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial4_gpt-4.1-mini-2025-04-14_other_model_43_v2,4,43,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial5_gpt-4.1-mini-2025-04-14_other_model_44_v1,5,44,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial5_gpt-4.1-mini-2025-04-14_other_model_44_v2,5,44,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial6_gpt-4.1-mini-2025-04-14_other_model_45_v1,6,45,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial6_gpt-4.1-mini-2025-04-14_other_model_45_v2,6,45,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial7_gpt-4.1-mini-2025-04-14_other_model_46_v1,7,46,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial7_gpt-4.1-mini-2025-04-14_other_model_46_v2,7,46,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial8_gpt-4.1-mini-2025-04-14_other_model_47_v1,8,47,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial8_gpt-4.1-mini-2025-04-14_other_model_47_v2,8,47,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial9_gpt-4.1-mini-2025-04-14_other_model_48_v1,9,48,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial9_gpt-4.1-mini-2025-04-14_other_model_48_v2,9,48,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial10_gpt-4.1-mini-2025-04-14_other_model_49_v1,10,49,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial10_gpt-4.1-mini-2025-04-14_other_model_49_v2,10,49,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial11_gpt-4.1-mini-2025-04-14_other_model_50_v1,11,50,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial11_gpt-4.1-mini-2025-04-14_other_model_50_v2,11,50,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial12_gpt-4.1-mini-2025-04-14_other_model_51_v1,12,51,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial12_gpt-4.1-mini-2025-04-14_other_model_51_v2,12,51,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial13_gpt-4.1-mini-2025-04-14_other_model_52_v1,13,52,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial13_gpt-4.1-mini-2025-04-14_other_model_52_v2,13,52,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial14_gpt-4.1-mini-2025-04-14_other_model_53_v1,14,53,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial14_gpt-4.1-mini-2025-04-14_other_model_53_v2,14,53,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial15_gpt-4.1-mini-2025-04-14_other_model_54_v1,15,54,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial15_gpt-4.1-mini-2025-04-14_other_model_54_v2,15,54,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial16_gpt-4.1-mini-2025-04-14_other_model_55_v1,16,55,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial16_gpt-4.1-mini-2025-04-14_other_model_55_v2,16,55,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial17_gpt-4.1-mini-2025-04-14_other_model_56_v1,17,56,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial17_gpt-4.1-mini-2025-04-14_other_model_56_v2,17,56,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial18_gpt-4.1-mini-2025-04-14_other_model_57_v1,18,57,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial18_gpt-4.1-mini-2025-04-14_other_model_57_v2,18,57,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial19_gpt-4.1-mini-2025-04-14_other_model_58_v1,19,58,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial19_gpt-4.1-mini-2025-04-14_other_model_58_v2,19,58,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial20_gpt-4.1-mini-2025-04-14_other_model_59_v1,20,59,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial20_gpt-4.1-mini-2025-04-14_other_model_59_v2,20,59,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial1_gpt-4.1-mini-2025-04-14_other_model_60_v1,1,60,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial1_gpt-4.1-mini-2025-04-14_other_model_60_v2,1,60,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial2_gpt-4.1-mini-2025-04-14_other_model_61_v1,2,61,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial2_gpt-4.1-mini-2025-04-14_other_model_61_v2,2,61,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial3_gpt-4.1-mini-2025-04-14_other_model_62_v1,3,62,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial3_gpt-4.1-mini-2025-04-14_other_model_62_v2,3,62,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial4_gpt-4.1-mini-2025-04-14_other_model_63_v1,4,63,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial4_gpt-4.1-mini-2025-04-14_other_model_63_v2,4,63,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial5_gpt-4.1-mini-2025-04-14_other_model_64_v1,5,64,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial5_gpt-4.1-mini-2025-04-14_other_model_64_v2,5,64,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial6_gpt-4.1-mini-2025-04-14_other_model_65_v1,6,65,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial6_gpt-4.1-mini-2025-04-14_other_model_65_v2,6,65,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial7_gpt-4.1-mini-2025-04-14_other_model_66_v1,7,66,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial7_gpt-4.1-mini-2025-04-14_other_model_66_v2,7,66,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial8_gpt-4.1-mini-2025-04-14_other_model_67_v1,8,67,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial8_gpt-4.1-mini-2025-04-14_other_model_67_v2,8,67,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial9_gpt-4.1-mini-2025-04-14_other_model_68_v1,9,68,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial9_gpt-4.1-mini-2025-04-14_other_model_68_v2,9,68,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial10_gpt-4.1-mini-2025-04-14_other_model_69_v1,10,69,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial10_gpt-4.1-mini-2025-04-14_other_model_69_v2,10,69,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial11_gpt-4.1-mini-2025-04-14_other_model_70_v1,11,70,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial11_gpt-4.1-mini-2025-04-14_other_model_70_v2,11,70,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial12_gpt-4.1-mini-2025-04-14_other_model_71_v1,12,71,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial12_gpt-4.1-mini-2025-04-14_other_model_71_v2,12,71,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial13_gpt-4.1-mini-2025-04-14_other_model_72_v1,13,72,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.007342150434851646,0.0009936520364135504,1,1,injected,injected,True
trial13_gpt-4.1-mini-2025-04-14_other_model_72_v2,13,72,gpt-4.1-mini-2025-04-14,other_model,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial14_gpt-4.1-mini-2025-04-14_other_model_73_v1,14,73,gpt-4.1-mini-2025-04-14,other_model,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
