conversation_id,trial,row_idx,model_base,treatment,has_injection,version,injected_text_token,original_text_token,prob_choice_1,prob_choice_2,selected_choice,correct_choice,selected_meaning,correct_meaning,is_correct
trial6_anthropic_claude-3-5-haiku-20241022_capitalization_25_v1,6,25,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial6_anthropic_claude-3-5-haiku-20241022_capitalization_25_v2,6,25,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial7_anthropic_claude-3-5-haiku-20241022_capitalization_26_v1,7,26,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial7_anthropic_claude-3-5-haiku-20241022_capitalization_26_v2,7,26,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial8_anthropic_claude-3-5-haiku-20241022_capitalization_27_v1,8,27,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial8_anthropic_claude-3-5-haiku-20241022_capitalization_27_v2,8,27,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial9_anthropic_claude-3-5-haiku-20241022_capitalization_28_v1,9,28,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial9_anthropic_claude-3-5-haiku-20241022_capitalization_28_v2,9,28,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial10_anthropic_claude-3-5-haiku-20241022_capitalization_29_v1,10,29,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial10_anthropic_claude-3-5-haiku-20241022_capitalization_29_v2,10,29,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial11_anthropic_claude-3-5-haiku-20241022_capitalization_30_v1,11,30,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial11_anthropic_claude-3-5-haiku-20241022_capitalization_30_v2,11,30,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial12_anthropic_claude-3-5-haiku-20241022_capitalization_31_v1,12,31,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial12_anthropic_claude-3-5-haiku-20241022_capitalization_31_v2,12,31,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial13_anthropic_claude-3-5-haiku-20241022_capitalization_32_v1,13,32,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial13_anthropic_claude-3-5-haiku-20241022_capitalization_32_v2,13,32,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial14_anthropic_claude-3-5-haiku-20241022_capitalization_33_v1,14,33,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial14_anthropic_claude-3-5-haiku-20241022_capitalization_33_v2,14,33,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial15_anthropic_claude-3-5-haiku-20241022_capitalization_34_v1,15,34,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial15_anthropic_claude-3-5-haiku-20241022_capitalization_34_v2,15,34,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial16_anthropic_claude-3-5-haiku-20241022_capitalization_35_v1,16,35,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial16_anthropic_claude-3-5-haiku-20241022_capitalization_35_v2,16,35,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial17_anthropic_claude-3-5-haiku-20241022_capitalization_36_v1,17,36,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial17_anthropic_claude-3-5-haiku-20241022_capitalization_36_v2,17,36,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial18_anthropic_claude-3-5-haiku-20241022_capitalization_37_v1,18,37,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial18_anthropic_claude-3-5-haiku-20241022_capitalization_37_v2,18,37,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.007342150434851646,0.0009936520364135504,1,2,original,injected,False
trial19_anthropic_claude-3-5-haiku-20241022_capitalization_38_v1,19,38,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial19_anthropic_claude-3-5-haiku-20241022_capitalization_38_v2,19,38,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
trial20_anthropic_claude-3-5-haiku-20241022_capitalization_39_v1,20,39,anthropic_claude-3-5-haiku-20241022,capitalization,True,1,1,2,0.0009936520364135504,0.007342150434851646,2,1,original,injected,False
trial20_anthropic_claude-3-5-haiku-20241022_capitalization_39_v2,20,39,anthropic_claude-3-5-haiku-20241022,capitalization,True,2,2,1,0.0009936520364135504,0.007342150434851646,2,2,injected,injected,True
